Gene stable ID	Gene stable ID version	Mouse gene stable ID	Mouse gene name
ENSG00000260469	ENSG00000260469.3		
ENSG00000214892	ENSG00000214892.4		
ENSG00000279623	ENSG00000279623.1		
ENSG00000136770	ENSG00000136770.11	ENSMUSG00000026740	Dnajc1
ENSG00000229836	ENSG00000229836.1		
ENSG00000223717	ENSG00000223717.1		
ENSG00000231402	ENSG00000231402.1		
ENSG00000226201	ENSG00000226201.6		
ENSG00000205363	ENSG00000205363.5	ENSMUSG00000066607	Insyn1
ENSG00000281561	ENSG00000281561.1		
ENSG00000253767	ENSG00000253767.2	ENSMUSG00000103897	Pcdhga8
ENSG00000231095	ENSG00000231095.1		
ENSG00000277802	ENSG00000277802.2		
ENSG00000283352	ENSG00000283352.1		
ENSG00000280677	ENSG00000280677.1		
ENSG00000156500	ENSG00000156500.15	ENSMUSG00000036013	Fam122c
ENSG00000231090	ENSG00000231090.2		
ENSG00000234745	ENSG00000234745.11	ENSMUSG00000073406	H2-Bl
ENSG00000234745	ENSG00000234745.11	ENSMUSG00000055413	H2-Q5
ENSG00000145782	ENSG00000145782.13	ENSMUSG00000032905	Atg12
ENSG00000235267	ENSG00000235267.1		
ENSG00000230366	ENSG00000230366.9		
ENSG00000255309	ENSG00000255309.1		
ENSG00000282417	ENSG00000282417.1		
ENSG00000205364	ENSG00000205364.4	ENSMUSG00000031762	Mt2
ENSG00000198862	ENSG00000198862.14	ENSMUSG00000052299	Ltn1
ENSG00000265646	ENSG00000265646.2		
ENSG00000236591	ENSG00000236591.1		
ENSG00000111962	ENSG00000111962.8	ENSMUSG00000047712	Ust
ENSG00000285822	ENSG00000285822.1		
ENSG00000253485	ENSG00000253485.2	ENSMUSG00000103567	Pcdhga5
ENSG00000265246	ENSG00000265246.1		
ENSG00000255986	ENSG00000255986.6		
ENSG00000175550	ENSG00000175550.8	ENSMUSG00000024914	Drap1
ENSG00000281687	ENSG00000281687.1		
ENSG00000239223	ENSG00000239223.3		
ENSG00000242419	ENSG00000242419.5	ENSMUSG00000023036	Pcdhgc4
ENSG00000213664	ENSG00000213664.4		
ENSG00000281060	ENSG00000281060.2		
ENSG00000265453	ENSG00000265453.1		
ENSG00000164022	ENSG00000164022.17	ENSMUSG00000028029	Aimp1
ENSG00000160193	ENSG00000160193.12	ENSMUSG00000024037	Wdr4
ENSG00000179796	ENSG00000179796.12	ENSMUSG00000045201	Lrrc3b
ENSG00000234409	ENSG00000234409.7	ENSMUSG00000090777	Ccdc188
ENSG00000230399	ENSG00000230399.1		
ENSG00000227660	ENSG00000227660.1		
ENSG00000147251	ENSG00000147251.15	ENSMUSG00000031093	Dock11
ENSG00000227104	ENSG00000227104.3		
ENSG00000230250	ENSG00000230250.3		
ENSG00000255710	ENSG00000255710.2		
ENSG00000256452	ENSG00000256452.1		
ENSG00000234810	ENSG00000234810.4		
ENSG00000067596	ENSG00000067596.12	ENSMUSG00000034931	Dhx8
ENSG00000227249	ENSG00000227249.1		
ENSG00000162881	ENSG00000162881.6		
ENSG00000224891	ENSG00000224891.1		
ENSG00000236777	ENSG00000236777.1		
ENSG00000225386	ENSG00000225386.2		
ENSG00000271321	ENSG00000271321.1	ENSMUSG00000021000	Mia2
ENSG00000232497	ENSG00000232497.1		
ENSG00000287701	ENSG00000287701.1		
ENSG00000253488	ENSG00000253488.1		
ENSG00000213533	ENSG00000213533.12	ENSMUSG00000006526	Stimate
ENSG00000232198	ENSG00000232198.2		
ENSG00000233498	ENSG00000233498.8		
ENSG00000233079	ENSG00000233079.3		
ENSG00000182383	ENSG00000182383.8		
ENSG00000234365	ENSG00000234365.6		
ENSG00000248449	ENSG00000248449.2		
ENSG00000196390	ENSG00000196390.6		
ENSG00000231900	ENSG00000231900.3		
ENSG00000249856	ENSG00000249856.1		
ENSG00000129933	ENSG00000129933.21	ENSMUSG00000031858	Mau2
ENSG00000159860	ENSG00000159860.7		
ENSG00000239517	ENSG00000239517.1		
ENSG00000280026	ENSG00000280026.1		
ENSG00000249157	ENSG00000249157.1		
ENSG00000253953	ENSG00000253953.2	ENSMUSG00000103585	Pcdhgb4
ENSG00000241136	ENSG00000241136.1		
ENSG00000205362	ENSG00000205362.11		
ENSG00000197771	ENSG00000197771.12	ENSMUSG00000048170	Mcmbp
ENSG00000232145	ENSG00000232145.1		
ENSG00000223601	ENSG00000223601.2		
ENSG00000253882	ENSG00000253882.6		
ENSG00000240508	ENSG00000240508.7		
ENSG00000260205	ENSG00000260205.1		
ENSG00000273557	ENSG00000273557.1		
ENSG00000205361	ENSG00000205361.8		
ENSG00000227462	ENSG00000227462.1		
ENSG00000225953	ENSG00000225953.3		
ENSG00000276547	ENSG00000276547.1	ENSMUSG00000103749	Pcdhgb5
ENSG00000088833	ENSG00000088833.17	ENSMUSG00000027455	Nsfl1c
ENSG00000279144	ENSG00000279144.1		
ENSG00000287568	ENSG00000287568.1		
ENSG00000239799	ENSG00000239799.1		
ENSG00000226259	ENSG00000226259.10		
ENSG00000163527	ENSG00000163527.10	ENSMUSG00000032437	Stt3b
ENSG00000243696	ENSG00000243696.5	ENSMUSG00000042485	Mustn1
ENSG00000225275	ENSG00000225275.4		
ENSG00000262209	ENSG00000262209.3		
ENSG00000156504	ENSG00000156504.16	ENSMUSG00000036022	Fam122b
ENSG00000253305	ENSG00000253305.2	ENSMUSG00000103088	Pcdhgb6
ENSG00000251038	ENSG00000251038.1		
ENSG00000227388	ENSG00000227388.3		
ENSG00000013619	ENSG00000013619.14	ENSMUSG00000059401	Mamld1
ENSG00000231897	ENSG00000231897.1		
ENSG00000236919	ENSG00000236919.3		
ENSG00000279855	ENSG00000279855.1		
ENSG00000086991	ENSG00000086991.13	ENSMUSG00000030562	Nox4
ENSG00000255500	ENSG00000255500.2		
ENSG00000261934	ENSG00000261934.2	ENSMUSG00000102440	Pcdhga9
ENSG00000236340	ENSG00000236340.6		
ENSG00000063244	ENSG00000063244.12	ENSMUSG00000030435	U2af2
ENSG00000253873	ENSG00000253873.6	ENSMUSG00000102742	Pcdhga11
ENSG00000152592	ENSG00000152592.14	ENSMUSG00000029307	Dmp1
ENSG00000276070	ENSG00000276070.5	ENSMUSG00000018930	Ccl4
ENSG00000112303	ENSG00000112303.14		
ENSG00000165732	ENSG00000165732.13	ENSMUSG00000020075	Ddx21
ENSG00000287108	ENSG00000287108.1		
ENSG00000230705	ENSG00000230705.4		
ENSG00000249001	ENSG00000249001.5		
ENSG00000287702	ENSG00000287702.1		
ENSG00000168702	ENSG00000168702.17	ENSMUSG00000049252	Lrp1b
ENSG00000152591	ENSG00000152591.15	ENSMUSG00000053268	Dspp
ENSG00000253910	ENSG00000253910.2	ENSMUSG00000102748	Pcdhgb2
ENSG00000230820	ENSG00000230820.2		
ENSG00000253537	ENSG00000253537.3	ENSMUSG00000103472	Pcdhga7
ENSG00000150961	ENSG00000150961.15	ENSMUSG00000039234	Sec24d
ENSG00000225793	ENSG00000225793.3		
ENSG00000249973	ENSG00000249973.2		
ENSG00000217680	ENSG00000217680.1		
ENSG00000029559	ENSG00000029559.7	ENSMUSG00000029306	Ibsp
ENSG00000268799	ENSG00000268799.3		
ENSG00000237174	ENSG00000237174.7		
ENSG00000250642	ENSG00000250642.3		
ENSG00000280559	ENSG00000280559.1		
ENSG00000248639	ENSG00000248639.2		
ENSG00000272732	ENSG00000272732.1		
ENSG00000249531	ENSG00000249531.2		
ENSG00000212930	ENSG00000212930.3		
ENSG00000248122	ENSG00000248122.1		
ENSG00000250667	ENSG00000250667.1		
ENSG00000284373	ENSG00000284373.1	ENSMUSG00000024218	Taf11
ENSG00000227917	ENSG00000227917.3		
ENSG00000179603	ENSG00000179603.17	ENSMUSG00000024211	Grm8
ENSG00000118407	ENSG00000118407.15	ENSMUSG00000034898	Filip1
ENSG00000254122	ENSG00000254122.2	ENSMUSG00000104063	Pcdhgb7
ENSG00000256672	ENSG00000256672.1		
ENSG00000231808	ENSG00000231808.2		
ENSG00000267096	ENSG00000267096.1		
ENSG00000267523	ENSG00000267523.1		
ENSG00000184979	ENSG00000184979.10	ENSMUSG00000030107	Usp18
ENSG00000164199	ENSG00000164199.18	ENSMUSG00000069170	Adgrv1
ENSG00000278097	ENSG00000278097.1		
ENSG00000276755	ENSG00000276755.1		
ENSG00000164654	ENSG00000164654.16	ENSMUSG00000042447	Mios
ENSG00000205360	ENSG00000205360.6		
ENSG00000169688	ENSG00000169688.11		
ENSG00000278395	ENSG00000278395.1		
ENSG00000259923	ENSG00000259923.1		
ENSG00000101353	ENSG00000101353.14	ENSMUSG00000074627	Mroh8
ENSG00000145592	ENSG00000145592.14	ENSMUSG00000041841	Rpl37
ENSG00000115255	ENSG00000115255.11	ENSMUSG00000035504	Reep6
ENSG00000203489	ENSG00000203489.3		
ENSG00000176160	ENSG00000176160.11	ENSMUSG00000070345	Hsf5
ENSG00000238156	ENSG00000238156.1		
ENSG00000112414	ENSG00000112414.15	ENSMUSG00000039116	Adgrg6
ENSG00000091127	ENSG00000091127.14	ENSMUSG00000057541	Pus7
ENSG00000286959	ENSG00000286959.1		
ENSG00000266648	ENSG00000266648.1		
ENSG00000137573	ENSG00000137573.14	ENSMUSG00000016918	Sulf1
ENSG00000036054	ENSG00000036054.13	ENSMUSG00000022749	Tbc1d23
ENSG00000166479	ENSG00000166479.10	ENSMUSG00000024614	Tmx3
ENSG00000198417	ENSG00000198417.7	ENSMUSG00000031765	Mt1
ENSG00000244125	ENSG00000244125.1		
ENSG00000236440	ENSG00000236440.1		
ENSG00000233329	ENSG00000233329.1		
ENSG00000286564	ENSG00000286564.1		
ENSG00000214309	ENSG00000214309.5	ENSMUSG00000049285	Mblac1
ENSG00000238065	ENSG00000238065.1		
ENSG00000226497	ENSG00000226497.1		
ENSG00000237369	ENSG00000237369.1		
ENSG00000272894	ENSG00000272894.5		
ENSG00000225935	ENSG00000225935.1		
ENSG00000288088	ENSG00000288088.1		
ENSG00000237544	ENSG00000237544.1		
ENSG00000224297	ENSG00000224297.2		
ENSG00000166997	ENSG00000166997.8	ENSMUSG00000036968	Cnpy4
ENSG00000218834	ENSG00000218834.1		
ENSG00000237284	ENSG00000237284.3		
ENSG00000248205	ENSG00000248205.1		
ENSG00000017483	ENSG00000017483.15	ENSMUSG00000031170	Slc38a5
ENSG00000249620	ENSG00000249620.1		
ENSG00000230910	ENSG00000230910.4		
ENSG00000231000	ENSG00000231000.3		
ENSG00000135045	ENSG00000135045.7	ENSMUSG00000047044	D030056L22Rik
ENSG00000168924	ENSG00000168924.15	ENSMUSG00000005299	Letm1
ENSG00000225432	ENSG00000225432.1		
ENSG00000255042	ENSG00000255042.3		
ENSG00000134571	ENSG00000134571.11	ENSMUSG00000002100	Mybpc3
ENSG00000268309	ENSG00000268309.1		
ENSG00000269399	ENSG00000269399.2		
ENSG00000269044	ENSG00000269044.2		
ENSG00000255001	ENSG00000255001.1		
ENSG00000254518	ENSG00000254518.1		
ENSG00000085872	ENSG00000085872.15	ENSMUSG00000052488	Cherp
ENSG00000164615	ENSG00000164615.5	ENSMUSG00000021501	Caml
ENSG00000229587	ENSG00000229587.2		
ENSG00000224980	ENSG00000224980.1		
ENSG00000203321	ENSG00000203321.2		
ENSG00000236776	ENSG00000236776.1		
ENSG00000108591	ENSG00000108591.10	ENSMUSG00000020537	Drg2
ENSG00000156017	ENSG00000156017.13	ENSMUSG00000024726	Carnmt1
ENSG00000223956	ENSG00000223956.3		
ENSG00000178038	ENSG00000178038.17	ENSMUSG00000044037	Als2cl
ENSG00000228643	ENSG00000228643.1		
ENSG00000106290	ENSG00000106290.15	ENSMUSG00000036980	Taf6
ENSG00000225475	ENSG00000225475.1		
ENSG00000277997	ENSG00000277997.1		
ENSG00000159556	ENSG00000159556.10	ENSMUSG00000032318	Isl2
ENSG00000235779	ENSG00000235779.8		
ENSG00000260971	ENSG00000260971.4		
ENSG00000196209	ENSG00000196209.13		
ENSG00000091137	ENSG00000091137.14	ENSMUSG00000020651	Slc26a4
ENSG00000286545	ENSG00000286545.1		
ENSG00000260624	ENSG00000260624.2		
ENSG00000235612	ENSG00000235612.1		
ENSG00000284686	ENSG00000284686.1	ENSMUSG00000028517	Plpp3
ENSG00000225439	ENSG00000225439.3		
ENSG00000259514	ENSG00000259514.1		
ENSG00000259649	ENSG00000259649.4		
ENSG00000270036	ENSG00000270036.1		
ENSG00000229871	ENSG00000229871.1		
ENSG00000128951	ENSG00000128951.14	ENSMUSG00000027203	Dut
ENSG00000162407	ENSG00000162407.9	ENSMUSG00000028517	Plpp3
ENSG00000179157	ENSG00000179157.4		
ENSG00000146215	ENSG00000146215.13	ENSMUSG00000023968	Crip3
ENSG00000236159	ENSG00000236159.1		
ENSG00000144161	ENSG00000144161.13	ENSMUSG00000027387	Zc3h8
ENSG00000189292	ENSG00000189292.16	ENSMUSG00000054204	Alkal2
ENSG00000117899	ENSG00000117899.11	ENSMUSG00000038503	Mesd
ENSG00000171700	ENSG00000171700.14	ENSMUSG00000002458	Rgs19
ENSG00000233169	ENSG00000233169.1		
ENSG00000118705	ENSG00000118705.17	ENSMUSG00000027642	Rpn2
ENSG00000228177	ENSG00000228177.2		
ENSG00000277529	ENSG00000277529.1		
ENSG00000242736	ENSG00000242736.1		
ENSG00000226660	ENSG00000226660.2	ENSMUSG00000076463	Trbv3
ENSG00000114978	ENSG00000114978.18	ENSMUSG00000043131	Mob1a
ENSG00000237702	ENSG00000237702.2	ENSMUSG00000107486	Trbv4
ENSG00000276378	ENSG00000276378.2		
ENSG00000274195	ENSG00000274195.2		
ENSG00000259546	ENSG00000259546.1		
ENSG00000125144	ENSG00000125144.13		
ENSG00000233705	ENSG00000233705.7		
ENSG00000275430	ENSG00000275430.3		
ENSG00000103888	ENSG00000103888.17	ENSMUSG00000052353	Cemip
ENSG00000154188	ENSG00000154188.10	ENSMUSG00000022309	Angpt1
ENSG00000226558	ENSG00000226558.1		
ENSG00000087206	ENSG00000087206.17	ENSMUSG00000025878	Uimc1
ENSG00000220614	ENSG00000220614.1		
ENSG00000167139	ENSG00000167139.9	ENSMUSG00000036244	Tbc1d21
ENSG00000219222	ENSG00000219222.1		
ENSG00000171467	ENSG00000171467.16	ENSMUSG00000015597	Zfp318
ENSG00000261499	ENSG00000261499.2		
ENSG00000127526	ENSG00000127526.15	ENSMUSG00000019731	Slc35e1
ENSG00000073464	ENSG00000073464.12	ENSMUSG00000000605	Clcn4
ENSG00000205358	ENSG00000205358.3		
ENSG00000234484	ENSG00000234484.1		
ENSG00000275954	ENSG00000275954.5		
ENSG00000249081	ENSG00000249081.1		
ENSG00000260287	ENSG00000260287.4		
ENSG00000284439	ENSG00000284439.1	ENSMUSG00000024218	Taf11
ENSG00000284283	ENSG00000284283.1	ENSMUSG00000024218	Taf11
ENSG00000275691	ENSG00000275691.2		
ENSG00000284234	ENSG00000284234.1	ENSMUSG00000024218	Taf11
ENSG00000284042	ENSG00000284042.1	ENSMUSG00000024218	Taf11
ENSG00000254693	ENSG00000254693.1		
ENSG00000255092	ENSG00000255092.1		
ENSG00000135298	ENSG00000135298.14	ENSMUSG00000033569	Adgrb3
ENSG00000187193	ENSG00000187193.9		
ENSG00000085117	ENSG00000085117.12	ENSMUSG00000027215	Cd82
ENSG00000231726	ENSG00000231726.2		
ENSG00000132622	ENSG00000132622.11	ENSMUSG00000074793	Hspa12b
ENSG00000054965	ENSG00000054965.10	ENSMUSG00000029461	Fam168a
ENSG00000261429	ENSG00000261429.2		
ENSG00000259827	ENSG00000259827.1		
ENSG00000246214	ENSG00000246214.2		
ENSG00000261302	ENSG00000261302.6		
ENSG00000263709	ENSG00000263709.1		
ENSG00000221995	ENSG00000221995.5		
ENSG00000154153	ENSG00000154153.13	ENSMUSG00000022270	Retreg1
ENSG00000137204	ENSG00000137204.14	ENSMUSG00000067144	Slc22a7
ENSG00000274226	ENSG00000274226.5		
ENSG00000196535	ENSG00000196535.16	ENSMUSG00000000631	Myo18a
ENSG00000269085	ENSG00000269085.1		
ENSG00000279748	ENSG00000279748.1		
ENSG00000112337	ENSG00000112337.10	ENSMUSG00000036110	Slc17a2
ENSG00000225053	ENSG00000225053.1		
ENSG00000232170	ENSG00000232170.6		
ENSG00000268593	ENSG00000268593.3		
ENSG00000104941	ENSG00000104941.8	ENSMUSG00000040866	Rsph6a
ENSG00000063245	ENSG00000063245.14	ENSMUSG00000035203	Epn1
ENSG00000274933	ENSG00000274933.5		
ENSG00000226861	ENSG00000226861.1		
ENSG00000231268	ENSG00000231268.9		
ENSG00000226990	ENSG00000226990.1		
ENSG00000285618	ENSG00000285618.1		
ENSG00000271251	ENSG00000271251.1		
ENSG00000061676	ENSG00000061676.15	ENSMUSG00000027002	Nckap1
ENSG00000249514	ENSG00000249514.1		
ENSG00000234292	ENSG00000234292.3		
ENSG00000176018	ENSG00000176018.13	ENSMUSG00000035840	Lysmd3
ENSG00000237768	ENSG00000237768.2		
ENSG00000284465	ENSG00000284465.1	ENSMUSG00000024218	Taf11
ENSG00000232646	ENSG00000232646.1		
ENSG00000122884	ENSG00000122884.12	ENSMUSG00000019916	P4ha1
ENSG00000239991	ENSG00000239991.1		
ENSG00000243572	ENSG00000243572.1		
ENSG00000277367	ENSG00000277367.1		
ENSG00000137312	ENSG00000137312.15	ENSMUSG00000059714	Flot1
ENSG00000240708	ENSG00000240708.2		
ENSG00000242568	ENSG00000242568.1		
ENSG00000255786	ENSG00000255786.1		
ENSG00000278186	ENSG00000278186.2		
ENSG00000263070	ENSG00000263070.1		
ENSG00000256148	ENSG00000256148.1		
ENSG00000242775	ENSG00000242775.1		
ENSG00000256448	ENSG00000256448.5		
ENSG00000166664	ENSG00000166664.13	ENSMUSG00000030525	Chrna7
ENSG00000275444	ENSG00000275444.2		
ENSG00000271173	ENSG00000271173.1		
ENSG00000149809	ENSG00000149809.15	ENSMUSG00000024799	Tm7sf2
ENSG00000215895	ENSG00000215895.4		
ENSG00000224162	ENSG00000224162.1		
ENSG00000282528	ENSG00000282528.1		
ENSG00000223746	ENSG00000223746.1		
ENSG00000282496	ENSG00000282496.1		
ENSG00000282744	ENSG00000282744.1		
ENSG00000249122	ENSG00000249122.1		
ENSG00000234973	ENSG00000234973.5		
ENSG00000250467	ENSG00000250467.1		
ENSG00000281975	ENSG00000281975.1		
ENSG00000267117	ENSG00000267117.1		
ENSG00000286832	ENSG00000286832.1		
ENSG00000273641	ENSG00000273641.2		
ENSG00000279631	ENSG00000279631.1		
ENSG00000109132	ENSG00000109132.6	ENSMUSG00000012520	Phox2b
ENSG00000267689	ENSG00000267689.1		
ENSG00000282713	ENSG00000282713.1		
ENSG00000186328	ENSG00000186328.4		
ENSG00000261671	ENSG00000261671.1		
ENSG00000185792	ENSG00000185792.10	ENSMUSG00000040614	Nlrp9c
ENSG00000185792	ENSG00000185792.10	ENSMUSG00000060508	Nlrp9b
ENSG00000185792	ENSG00000185792.10	ENSMUSG00000054102	Nlrp9a
ENSG00000286902	ENSG00000286902.1		
ENSG00000217130	ENSG00000217130.1		
ENSG00000235258	ENSG00000235258.1		
ENSG00000130177	ENSG00000130177.16	ENSMUSG00000038416	Cdc16
ENSG00000282540	ENSG00000282540.1		
ENSG00000132357	ENSG00000132357.14	ENSMUSG00000041849	Card6
ENSG00000136807	ENSG00000136807.14	ENSMUSG00000009555	Cdk9
ENSG00000176928	ENSG00000176928.6	ENSMUSG00000091387	Gcnt4
ENSG00000088726	ENSG00000088726.16	ENSMUSG00000059900	Tmem40
ENSG00000188177	ENSG00000188177.14	ENSMUSG00000042851	Zc3h6
ENSG00000278143	ENSG00000278143.1		
ENSG00000235030	ENSG00000235030.3		
ENSG00000112212	ENSG00000112212.12	ENSMUSG00000023995	Tspo2
ENSG00000279812	ENSG00000279812.1		
ENSG00000254840	ENSG00000254840.1		
ENSG00000282072	ENSG00000282072.1		
ENSG00000233395	ENSG00000233395.2		
ENSG00000282648	ENSG00000282648.1		
ENSG00000162882	ENSG00000162882.15	ENSMUSG00000000673	Haao
ENSG00000282198	ENSG00000282198.1		
ENSG00000282655	ENSG00000282655.1		
ENSG00000165029	ENSG00000165029.16	ENSMUSG00000015243	Abca1
ENSG00000249745	ENSG00000249745.1		
ENSG00000214883	ENSG00000214883.4		
ENSG00000287187	ENSG00000287187.1		
ENSG00000132535	ENSG00000132535.19	ENSMUSG00000020886	Dlg4
ENSG00000226790	ENSG00000226790.3		
ENSG00000224546	ENSG00000224546.2		
ENSG00000133313	ENSG00000133313.15	ENSMUSG00000024644	Cndp2
ENSG00000236769	ENSG00000236769.3		
ENSG00000255284	ENSG00000255284.2		
ENSG00000108389	ENSG00000108389.9	ENSMUSG00000018401	Mtmr4
ENSG00000226808	ENSG00000226808.3		
ENSG00000250088	ENSG00000250088.1		
ENSG00000237610	ENSG00000237610.1		
ENSG00000198420	ENSG00000198420.10	ENSMUSG00000036667	Tcaf1
ENSG00000283967	ENSG00000283967.1	ENSMUSG00000024218	Taf11
ENSG00000117305	ENSG00000117305.15	ENSMUSG00000028672	Hmgcl
ENSG00000255142	ENSG00000255142.1		
ENSG00000283988	ENSG00000283988.1	ENSMUSG00000024218	Taf11
ENSG00000185926	ENSG00000185926.1	ENSMUSG00000049149	Olfr1258
ENSG00000238217	ENSG00000238217.6		
ENSG00000279672	ENSG00000279672.1		
ENSG00000284356	ENSG00000284356.1	ENSMUSG00000024218	Taf11
ENSG00000227042	ENSG00000227042.1		
ENSG00000284632	ENSG00000284632.1		
ENSG00000273873	ENSG00000273873.4		
ENSG00000233318	ENSG00000233318.2		
ENSG00000227029	ENSG00000227029.1		
ENSG00000178033	ENSG00000178033.6	ENSMUSG00000049872	Calhm5
ENSG00000101844	ENSG00000101844.18	ENSMUSG00000087119	Atg4a-ps
ENSG00000101844	ENSG00000101844.18	ENSMUSG00000079418	Atg4a
ENSG00000277518	ENSG00000277518.3		
ENSG00000213938	ENSG00000213938.3		
ENSG00000251663	ENSG00000251663.1		
ENSG00000187979	ENSG00000187979.4		
ENSG00000145700	ENSG00000145700.9	ENSMUSG00000109561	Ankrd31
ENSG00000224981	ENSG00000224981.1		
ENSG00000164451	ENSG00000164451.13	ENSMUSG00000039508	Calhm4
ENSG00000137628	ENSG00000137628.17	ENSMUSG00000037921	Ddx60
ENSG00000101457	ENSG00000101457.13	ENSMUSG00000017299	Dnttip1
ENSG00000144021	ENSG00000144021.3	ENSMUSG00000003662	Ciao1
ENSG00000220685	ENSG00000220685.3		
ENSG00000271978	ENSG00000271978.1		
ENSG00000225354	ENSG00000225354.1		
ENSG00000124787	ENSG00000124787.14	ENSMUSG00000021418	Rpp40
ENSG00000238216	ENSG00000238216.5		
ENSG00000091536	ENSG00000091536.19	ENSMUSG00000042678	Myo15
ENSG00000152595	ENSG00000152595.16	ENSMUSG00000053863	Mepe
ENSG00000270323	ENSG00000270323.1		
ENSG00000251210	ENSG00000251210.6		
ENSG00000259488	ENSG00000259488.2		
ENSG00000237890	ENSG00000237890.5		
ENSG00000274658	ENSG00000274658.1		
ENSG00000198910	ENSG00000198910.14	ENSMUSG00000031391	L1cam
ENSG00000270497	ENSG00000270497.1		
ENSG00000245870	ENSG00000245870.4		
ENSG00000184194	ENSG00000184194.5	ENSMUSG00000056679	Gpr173
ENSG00000234117	ENSG00000234117.2		
ENSG00000257853	ENSG00000257853.2		
ENSG00000173626	ENSG00000173626.10	ENSMUSG00000071340	Trappc3l
ENSG00000124701	ENSG00000124701.5	ENSMUSG00000040694	Apobec2
ENSG00000229126	ENSG00000229126.5		
ENSG00000237093	ENSG00000237093.6		
ENSG00000279201	ENSG00000279201.1		
ENSG00000279070	ENSG00000279070.2		
ENSG00000249887	ENSG00000249887.1		
ENSG00000249771	ENSG00000249771.2		
ENSG00000133317	ENSG00000133317.14	ENSMUSG00000024972	Lgals12
ENSG00000221910	ENSG00000221910.2	ENSMUSG00000094192	Olfr452
ENSG00000221910	ENSG00000221910.2	ENSMUSG00000095831	Olfr453
ENSG00000221910	ENSG00000221910.2	ENSMUSG00000095236	Olfr38
ENSG00000274405	ENSG00000274405.4		
ENSG00000261801	ENSG00000261801.6		
ENSG00000213215	ENSG00000213215.5	ENSMUSG00000094192	Olfr452
ENSG00000213215	ENSG00000213215.5	ENSMUSG00000095831	Olfr453
ENSG00000213215	ENSG00000213215.5	ENSMUSG00000095236	Olfr38
ENSG00000286176	ENSG00000286176.2		
ENSG00000273377	ENSG00000273377.1		
ENSG00000270729	ENSG00000270729.1		
ENSG00000186866	ENSG00000186866.16	ENSMUSG00000020260	Pofut2
ENSG00000242280	ENSG00000242280.1		
ENSG00000249995	ENSG00000249995.1		
ENSG00000274363	ENSG00000274363.1		
ENSG00000249780	ENSG00000249780.1		
ENSG00000129038	ENSG00000129038.16	ENSMUSG00000032334	Loxl1
ENSG00000109501	ENSG00000109501.13	ENSMUSG00000039474	Wfs1
ENSG00000163217	ENSG00000163217.2	ENSMUSG00000030046	Bmp10
ENSG00000250371	ENSG00000250371.1		
ENSG00000240395	ENSG00000240395.1		
ENSG00000234674	ENSG00000234674.6		
ENSG00000070501	ENSG00000070501.12	ENSMUSG00000031536	Polb
ENSG00000258096	ENSG00000258096.1		
ENSG00000134294	ENSG00000134294.14	ENSMUSG00000022462	Slc38a2
ENSG00000250098	ENSG00000250098.1		
ENSG00000221838	ENSG00000221838.10	ENSMUSG00000019518	Ap4m1
ENSG00000272142	ENSG00000272142.3		
ENSG00000124562	ENSG00000124562.10	ENSMUSG00000024217	Snrpc
ENSG00000274506	ENSG00000274506.1		
ENSG00000274138	ENSG00000274138.1		
ENSG00000229025	ENSG00000229025.1		
ENSG00000281948	ENSG00000281948.1		
ENSG00000283586	ENSG00000283586.1	ENSMUSG00000030048	Gkn3
ENSG00000228436	ENSG00000228436.3		
ENSG00000170122	ENSG00000170122.5	ENSMUSG00000051490	Foxd4
ENSG00000249923	ENSG00000249923.1		
ENSG00000159899	ENSG00000159899.14	ENSMUSG00000028469	Npr2
ENSG00000213771	ENSG00000213771.3		
ENSG00000248422	ENSG00000248422.1		
ENSG00000132388	ENSG00000132388.12	ENSMUSG00000020794	Ube2g1
ENSG00000235549	ENSG00000235549.1		
ENSG00000236499	ENSG00000236499.2		
ENSG00000214114	ENSG00000214114.9	ENSMUSG00000028647	Mycbp
ENSG00000082898	ENSG00000082898.17	ENSMUSG00000020290	Xpo1
ENSG00000236420	ENSG00000236420.1		
ENSG00000180758	ENSG00000180758.12	ENSMUSG00000047875	Gpr157
ENSG00000270234	ENSG00000270234.1		
ENSG00000226334	ENSG00000226334.1		
ENSG00000273115	ENSG00000273115.1		
ENSG00000197934	ENSG00000197934.8		
ENSG00000234752	ENSG00000234752.1		
ENSG00000184524	ENSG00000184524.6	ENSMUSG00000060240	Cend1
ENSG00000166265	ENSG00000166265.13	ENSMUSG00000041134	Cyyr1
ENSG00000288110	ENSG00000288110.1		
ENSG00000223808	ENSG00000223808.1		
ENSG00000254244	ENSG00000254244.1		
ENSG00000230014	ENSG00000230014.1		
ENSG00000229342	ENSG00000229342.3		
ENSG00000182197	ENSG00000182197.11	ENSMUSG00000061731	Ext1
ENSG00000286934	ENSG00000286934.1		
ENSG00000287120	ENSG00000287120.1		
ENSG00000273637	ENSG00000273637.1		
ENSG00000253162	ENSG00000253162.1		
ENSG00000237590	ENSG00000237590.1		
ENSG00000235838	ENSG00000235838.1		
ENSG00000285861	ENSG00000285861.1		
ENSG00000257891	ENSG00000257891.1		
ENSG00000256166	ENSG00000256166.1		
ENSG00000261868	ENSG00000261868.1		
ENSG00000226093	ENSG00000226093.1		
ENSG00000280971	ENSG00000280971.1		
ENSG00000258265	ENSG00000258265.1		
ENSG00000280647	ENSG00000280647.1		
ENSG00000271581	ENSG00000271581.1		
